,gas/electric,livingroom,bedrooms,bathrooms,city,where,languages,house/building,storage?,furnished?,AC,accessible?,Elevator,parking,pets,smoke,price,rent length,public transpo,near construction,loud neighborhood,phone number,name
3625,0,1,4,1.0,1,Ariel,0,1,1,1,1,1,1,0,0,0,12000,24,1,1,0,113625,owner3625
3626,0,1,4,1.0,1,Ariel,FR,1,1,1,1,1,1,1,0,0,12000,24,1,1,0,113626,owner3626
3627,0,1,4,1.0,1,Jerusalem,FR,1,1,1,1,1,1,1,0,0,12000,24,1,1,0,113627,owner3627
3628,0,1,4,1.0,1,Merkaz,FR,1,1,1,0,0,0,0,0,0,6000,24,1,1,0,113628,owner3628
3629,0,1,4,1.0,0,Yehuda And Shomron,FR,1,1,1,1,1,1,0,0,0,12000,24,1,1,0,113629,owner3629
3630,0,1,4,1.0,0,Yehuda And Shomron,0,1,1,1,1,1,1,0,0,0,12000,24,1,1,0,113630,owner3630
3631,0,1,4,1.0,0,Yehuda And Shomron,0,1,1,1,0,1,1,0,0,0,12000,24,1,1,0,113631,owner3631
3632,0,1,4,1.0,1,Ariel,0,1,1,1,1,1,1,0,0,0,12000,24,1,1,0,113632,owner3632
3633,0,1,1,1.0,0,Yehuda And Shomron,EN,1,1,1,0,0,1,0,1,1,2000,24,1,1,0,113633,owner3633
3634,0,1,4,1.0,1,Jerusalem,FR,1,1,1,1,1,1,0,0,0,12000,24,1,1,0,113634,owner3634
3635,0,1,1,1.0,0,Yehuda And Shomron,EN,1,1,1,0,0,1,1,1,0,2000,24,1,1,0,113635,owner3635
3636,1,1,4,1.0,0,Yehuda And Shomron,AM,1,1,1,0,0,0,1,0,0,4800,24,1,1,0,113636,owner3636
3637,1,1,4,1.0,1,Merkaz,0,1,1,1,1,1,1,0,0,0,12000,24,1,1,0,113637,owner3637
3638,0,1,2,1.0,1,Merkaz,0,1,1,1,1,0,0,0,0,0,3000,24,1,1,0,113638,owner3638
3639,0,1,4,1.0,1,Ariel,0,1,1,1,0,0,0,1,0,0,6000,24,1,1,0,113639,owner3639
3640,0,1,4,1.0,1,Ariel,FR,1,1,1,1,1,1,0,0,0,12000,24,1,1,0,113640,owner3640
3641,1,1,2,1.0,1,Beer Sheba,FR,1,1,1,1,1,1,1,0,0,3000,24,1,1,0,113641,owner3641
3642,0,1,4,1.0,1,Ariel,AM,1,1,1,1,1,1,0,0,0,12000,24,1,1,0,113642,owner3642
3643,0,1,2,1.0,0,Yehuda And Shomron,FR,1,1,1,0,1,1,0,0,0,3500,24,1,1,0,113643,owner3643
3644,0,1,2,1.0,0,Yehuda And Shomron,FR,1,1,1,0,1,1,0,0,0,3500,24,1,1,0,113644,owner3644
3645,0,1,4,1.0,1,Ariel,0,1,1,1,0,1,1,1,0,0,12000,24,1,1,0,113645,owner3645
3646,1,1,4,1.0,1,Ariel,FR,1,1,1,1,0,0,0,0,0,6000,24,1,1,0,113646,owner3646
3647,0,1,4,1.0,1,Ariel,AM,1,1,1,0,0,0,0,0,0,6000,24,1,1,0,113647,owner3647
3648,0,1,3,1.0,0,Otef Azza,0,1,1,1,1,1,1,0,0,0,6000,24,0,1,0,113648,owner3648
3649,0,1,4,1.0,1,Ariel,0,1,1,1,0,0,0,0,0,0,6000,24,1,1,0,113649,owner3649
3650,1,1,1,1.0,0,Yehuda And Shomron,EN,1,1,1,1,0,0,0,1,0,1200,24,1,1,0,113650,owner3650
3651,0,1,2,1.0,0,Yehuda And Shomron,0,1,1,1,1,1,1,0,0,0,3500,24,1,1,0,113651,owner3651
3652,0,1,2,1.0,1,Tel Aviv,FR,1,0,1,1,1,1,0,0,0,2500,24,1,1,0,113652,owner3652
3653,0,1,4,1.0,1,Ariel,FR,1,1,1,1,0,0,0,0,0,6000,24,1,1,0,113653,owner3653
3654,0,1,4,1.0,1,Ariel,AM,1,1,1,0,0,0,0,0,0,6000,24,1,1,0,113654,owner3654
3655,1,1,2,1.0,0,Yehuda And Shomron,EN,1,1,1,0,0,1,1,1,0,3500,24,1,1,0,113655,owner3655
3656,1,1,4,1.0,1,Ariel,FR,1,1,1,1,1,1,0,0,0,12000,24,1,1,0,113656,owner3656
3657,0,1,1,1.0,1,Beer Sheba,EN,1,1,1,1,0,1,1,1,0,2000,24,1,1,0,113657,owner3657
3658,0,1,2,1.0,1,Merkaz,FR,1,1,1,0,1,1,1,0,1,3500,24,1,1,0,113658,owner3658
3659,0,1,4,1.0,1,Ariel,FR,1,1,1,1,0,0,0,0,1,6000,24,1,1,1,113659,owner3659
3660,0,1,4,1.0,1,Ariel,FR,1,1,1,1,0,0,0,0,0,6000,24,1,1,1,113660,owner3660
3661,1,1,4,1.0,1,Jerusalem,FR,1,0,1,1,1,1,0,0,0,12000,24,1,1,1,113661,owner3661
3662,0,1,4,1.0,0,Yehuda And Shomron,0,1,1,1,0,0,0,0,0,0,4800,24,1,1,1,113662,owner3662
3663,0,1,2,1.0,1,Ariel,EN,1,0,1,1,0,1,1,1,0,3000,24,1,1,1,113663,owner3663
3664,0,1,4,1.0,0,Yehuda And Shomron,AM,1,1,1,1,1,1,0,0,0,12000,24,1,1,1,113664,owner3664
3665,1,1,4,1.0,1,Ariel,0,1,1,1,1,1,1,1,0,0,12000,24,1,1,1,113665,owner3665
3666,0,1,4,1.0,1,Ariel,AR,1,0,1,1,0,0,1,0,0,6000,24,1,1,1,113666,owner3666
3667,1,1,4,1.0,1,Ariel,0,1,1,1,1,0,0,0,0,0,6000,24,1,1,1,113667,owner3667
3668,0,1,4,1.0,1,Ariel,FR,1,1,1,1,1,1,0,0,0,12000,24,1,1,1,113668,owner3668
3669,1,1,4,1.0,1,Ariel,AM,1,1,1,1,0,0,0,0,0,6000,24,1,1,1,113669,owner3669
3670,0,1,4,1.0,1,Ariel,0,1,1,1,1,1,1,0,0,1,12000,24,1,1,1,113670,owner3670
3671,0,1,4,1.0,1,Ariel,0,1,1,1,1,1,1,0,0,0,12000,24,1,1,1,113671,owner3671
3672,0,1,1,1.0,1,Beer Sheba,EN,1,1,1,1,0,1,1,1,0,2000,24,1,1,1,113672,owner3672
3673,1,1,4,1.0,1,Ariel,0,1,1,1,0,1,1,0,0,0,12000,24,1,1,1,113673,owner3673
3674,0,1,4,1.0,1,Merkaz,AM,1,1,1,1,1,1,0,0,0,12000,24,1,1,1,113674,owner3674
3675,0,1,4,1.0,1,Ariel,FR,1,1,1,1,1,1,0,0,0,12000,24,1,1,1,113675,owner3675
3676,0,1,2,1.0,1,Ariel,AM,1,1,1,1,1,1,0,0,0,3000,6,1,1,1,113676,owner3676
3677,0,1,4,1.0,1,Ariel,FR,1,1,1,0,1,1,0,0,0,12000,6,1,1,1,113677,owner3677
3678,0,1,2,1.0,0,North,EN,1,1,1,1,0,1,1,1,0,3000,6,1,1,1,113678,owner3678
3679,0,1,2,1.0,1,Ariel,FR,1,1,1,0,0,0,1,0,0,3000,6,1,1,1,113679,owner3679
3680,0,1,2,1.0,1,Ariel,EN,1,1,1,1,0,1,1,1,0,3000,6,1,1,1,113680,owner3680
3681,0,1,4,1.0,1,Ariel,AM,1,1,1,0,0,0,0,0,0,6000,6,1,1,1,113681,owner3681
3682,1,1,4,1.0,1,Ariel,0,1,1,1,0,0,0,0,0,0,6000,6,1,1,1,113682,owner3682
3683,0,1,4,1.0,1,Ariel,0,1,1,1,1,0,0,0,0,0,6000,6,1,1,1,113683,owner3683
3684,0,1,4,1.0,0,Yehuda And Shomron,0,1,1,1,1,0,0,0,0,0,4800,6,1,1,1,113684,owner3684
3685,0,1,4,1.0,1,Ariel,FR,1,1,1,1,1,1,0,0,0,12000,6,1,1,1,113685,owner3685
3686,0,1,1,1.0,0,Yehuda And Shomron,EN,1,0,1,1,0,1,1,1,0,2000,6,1,1,1,113686,owner3686
3687,0,1,3,1.0,1,Merkaz,0,1,1,1,1,1,1,0,0,0,5250,6,1,1,1,113687,owner3687
3688,1,1,2,1.0,1,Jerusalem,0,1,1,1,1,0,0,0,0,0,3000,6,1,1,1,113688,owner3688
3689,0,1,4,1.0,1,Merkaz,0,1,1,1,1,1,1,0,0,0,12000,6,1,1,0,113689,owner3689
3690,0,1,4,1.0,1,Ariel,0,1,1,1,1,1,1,0,0,0,12000,6,1,1,0,113690,owner3690
3691,0,1,4,1.0,1,Jerusalem,0,1,1,1,1,1,1,0,0,0,12000,6,1,1,0,113691,owner3691
3692,0,1,1,1.0,0,North,EN,1,1,1,1,0,1,1,1,0,2000,6,1,1,0,113692,owner3692
3693,0,1,4,1.0,1,Ariel,0,1,1,1,1,1,1,0,0,0,12000,6,1,1,0,113693,owner3693
3694,0,1,4,1.0,1,Ariel,0,1,1,1,1,1,1,0,0,0,12000,6,1,1,0,113694,owner3694
3695,0,1,3,1.0,1,Merkaz,0,1,1,1,0,0,0,0,0,0,4500,6,1,1,0,113695,owner3695
3696,0,1,2,1.0,1,Ariel,0,1,1,1,1,1,1,0,0,0,3000,6,1,1,0,113696,owner3696
3697,0,1,4,1.0,1,Ariel,0,1,1,1,1,0,0,0,0,0,6000,6,1,1,0,113697,owner3697
3698,0,1,4,1.0,1,Merkaz,AM,1,1,1,1,1,1,0,0,0,12000,6,1,1,0,113698,owner3698
3699,0,1,2,1.0,1,Ariel,0,1,1,1,0,1,1,0,0,0,3000,6,1,1,0,113699,owner3699
3700,0,1,4,1.0,1,Merkaz,0,1,1,1,0,0,0,0,0,0,6000,6,1,1,0,113700,owner3700
3701,0,1,4,1.0,1,Merkaz,0,1,1,1,1,0,0,0,0,1,6000,6,1,1,0,113701,owner3701
3702,1,1,4,1.0,1,Tel Aviv,0,1,1,1,1,0,0,0,0,0,6000,6,1,1,0,113702,owner3702
3703,0,1,4,1.0,1,Merkaz,FR,1,1,1,1,1,1,0,0,0,12000,6,1,1,0,113703,owner3703
3704,0,1,4,1.0,0,North,FR,1,1,1,1,1,1,0,0,0,12000,6,1,1,0,113704,owner3704
3705,1,1,1,1.0,1,Ariel,FR,1,1,1,1,1,1,0,0,0,2000,6,1,1,0,113705,owner3705
3706,0,1,1,1.0,1,Ariel,AM,1,1,1,1,1,1,0,0,0,2000,6,1,1,0,113706,owner3706
3707,1,1,1,1.0,0,South,EN,1,1,1,1,0,1,1,1,0,2000,6,1,1,1,113707,owner3707
3708,0,1,2,1.0,1,Ariel,FR,1,1,1,0,0,0,0,0,0,3000,6,1,1,1,113708,owner3708
3709,1,1,1,1.0,1,Merkaz,AR,1,1,1,0,1,1,0,0,1,2000,6,1,1,1,113709,owner3709
3710,0,1,1,1.0,1,Ariel,AM,1,1,1,1,1,1,0,0,0,2000,6,1,0,1,113710,owner3710
3711,1,1,1,1.0,1,Ariel,0,1,1,1,0,0,0,0,0,1,1500,6,1,0,1,113711,owner3711
3712,0,1,1,1.0,1,Ariel,0,1,1,1,1,0,0,0,0,0,1500,6,1,0,1,113712,owner3712
3713,0,1,1,1.0,1,Ariel,FR,1,1,1,1,1,1,0,0,0,2000,6,1,0,1,113713,owner3713
3714,1,1,1,1.0,1,Jerusalem,0,1,1,1,1,1,1,0,0,0,2000,6,1,0,1,113714,owner3714
3715,1,1,1,1.0,0,Yehuda And Shomron,EN,1,1,1,0,0,1,1,1,0,2000,6,1,0,1,113715,owner3715
3716,0,1,4,2.0,1,Ariel,AM,1,1,1,1,1,1,0,0,0,12800,6,1,0,1,113716,owner3716
3717,0,1,3,1.0,0,Otef Azza,FR,1,1,1,1,1,1,0,0,0,6000,6,0,0,1,113717,owner3717
3718,1,1,1,1.0,0,South,EN,1,1,1,1,0,0,0,1,0,1200,6,1,0,1,113718,owner3718
3719,0,1,1,1.0,0,North,EN,1,1,1,0,0,1,1,1,0,2000,6,1,0,1,113719,owner3719
3720,0,1,2,1.0,1,Ariel,FR,1,1,1,1,0,0,0,0,0,3000,6,1,0,1,113720,owner3720
3721,1,1,2,1.0,1,Ariel,FR,0,1,1,1,0,0,0,0,0,3000,6,1,0,1,113721,owner3721
3722,0,1,1,1.0,1,Ariel,FR,1,1,1,0,1,1,1,0,0,2000,6,1,0,1,113722,owner3722
3723,0,1,1,1.0,0,Yehuda And Shomron,0,1,1,1,1,0,0,0,0,0,1200,6,1,0,1,113723,owner3723
3724,0,1,1,1.0,0,Yehuda And Shomron,FR,1,1,1,1,1,1,0,0,0,2000,6,1,0,1,113724,owner3724
3725,1,1,1,1.0,0,Yehuda And Shomron,RU,0,0,1,1,0,0,1,0,0,1200,6,1,0,1,113725,owner3725
3726,0,1,2,1.0,0,Yehuda And Shomron,0,1,0,1,1,1,1,0,0,0,3500,6,1,0,1,113726,owner3726
3727,0,1,1,1.0,1,Ariel,AM,1,1,1,0,1,1,0,0,0,2000,6,1,0,1,113727,owner3727
3728,0,1,1,1.0,0,Yehuda And Shomron,EN,0,1,1,1,0,0,1,0,0,1200,6,1,0,0,113728,owner3728
3729,0,1,3,1.0,0,Yehuda And Shomron,0,1,1,1,0,1,1,0,0,0,5250,6,1,0,0,113729,owner3729
3730,1,1,1,1.0,0,North,EN,1,1,1,1,0,1,1,1,0,2000,6,1,0,0,113730,owner3730
3731,0,1,1,1.0,1,Ariel,SP,0,1,1,1,0,0,1,0,0,1500,6,1,0,0,113731,owner3731
3732,0,1,3,1.0,1,Merkaz,0,1,1,1,1,1,1,0,0,0,5250,6,1,0,0,113732,owner3732
3733,0,1,1,1.0,1,Ariel,FR,1,1,1,1,1,1,0,0,0,2000,6,1,0,0,113733,owner3733
3734,1,1,1,1.0,1,Ariel,EN,0,1,1,1,0,0,0,0,0,1500,6,1,0,0,113734,owner3734
3735,0,1,2,1.0,0,North,RU,0,1,0,0,0,0,0,1,0,2400,6,1,0,0,113735,owner3735
3736,1,1,2,1.0,1,Jerusalem,0,1,1,1,1,0,0,0,0,0,3000,6,1,0,0,113736,owner3736
3737,0,1,1,1.0,0,Yehuda And Shomron,EN,0,1,1,1,0,0,1,0,0,1200,6,1,0,0,113737,owner3737
3738,0,1,1,1.0,0,Yehuda And Shomron,0,1,1,1,1,1,1,0,0,0,2000,6,1,0,0,113738,owner3738
3739,0,1,1,1.0,1,Merkaz,AM,1,1,1,1,0,0,0,0,0,1500,6,1,0,0,113739,owner3739
3740,0,1,1,1.0,1,Ariel,FR,1,1,1,1,1,1,0,0,0,2000,6,1,0,0,113740,owner3740
3741,0,1,1,1.0,1,Ariel,EN,0,1,1,1,0,0,1,0,0,1500,6,1,0,0,113741,owner3741
3742,0,1,1,1.0,1,Merkaz,FR,1,1,1,0,1,1,0,0,0,2000,6,1,0,0,113742,owner3742
3743,0,1,1,1.0,0,Yehuda And Shomron,RU,0,1,1,1,0,1,1,1,0,2000,6,1,0,0,113743,owner3743
3744,1,1,1,1.0,1,Ariel,0,1,1,0,1,1,1,0,0,0,2000,6,1,0,0,113744,owner3744
3745,0,1,1,1.0,0,Yehuda And Shomron,EN,1,1,1,1,0,1,1,1,0,2000,6,1,0,0,113745,owner3745
3746,1,1,1,1.0,0,Yehuda And Shomron,EN,1,1,1,0,0,1,1,1,0,2000,6,1,0,0,113746,owner3746
3747,0,1,2,1.0,1,Ariel,0,1,1,1,1,1,1,0,0,0,3000,6,1,0,0,113747,owner3747
3748,0,1,2,1.0,1,Tel Aviv,FR,1,1,1,1,0,0,0,0,0,3000,6,1,0,0,113748,owner3748
3749,0,1,1,1.0,1,Jerusalem,FR,1,0,1,1,0,0,0,0,0,1500,6,1,0,0,113749,owner3749
3750,0,1,1,1.0,1,Merkaz,FR,1,1,1,1,1,1,0,0,0,2000,6,1,0,0,113750,owner3750
3751,0,1,1,1.0,1,Ariel,EN,1,0,1,1,0,0,0,1,0,1500,6,1,0,0,113751,owner3751
3752,0,1,2,1.0,1,Beer Sheba,EN,0,1,1,1,0,1,1,1,0,3000,6,1,0,0,113752,owner3752
3753,0,1,1,1.0,0,Yehuda And Shomron,EN,1,1,1,0,0,0,1,1,0,1200,6,1,0,0,113753,owner3753
3754,0,1,1,1.0,0,Yehuda And Shomron,EN,1,1,1,1,0,1,1,1,0,2000,6,1,0,0,113754,owner3754
3755,1,1,2,1.0,0,North,FR,0,1,1,0,0,1,1,1,0,3000,6,1,0,0,113755,owner3755
3756,0,1,1,1.0,0,Yehuda And Shomron,EN,0,1,1,0,0,1,1,1,0,2000,6,1,0,0,113756,owner3756
3757,0,1,1,1.0,1,Haifa,EN,1,1,1,1,0,1,1,1,0,2000,6,1,0,0,113757,owner3757
3758,0,1,1,1.0,1,Ariel,EN,0,1,1,1,0,1,1,1,0,2000,6,1,0,0,113758,owner3758
3759,0,1,1,1.0,0,North,EN,1,1,1,1,0,0,0,1,0,1200,6,1,0,0,113759,owner3759
3760,1,1,1,1.0,1,Ariel,FR,0,1,1,1,0,1,1,1,0,2000,6,1,0,0,113760,owner3760
3761,0,1,3,1.0,0,North,EN,1,1,1,1,0,0,0,1,0,3600,12,1,0,0,113761,owner3761
3762,1,1,1,1.0,0,South,EN,1,1,1,1,0,0,0,1,0,1200,12,1,0,0,113762,owner3762
3763,0,1,1,1.0,0,North,EN,1,1,1,1,0,1,1,1,0,2000,12,1,0,0,113763,owner3763
3764,0,1,2,1.0,0,North,AR,0,1,1,0,0,0,1,1,0,2400,12,1,0,0,113764,owner3764
3765,0,1,1,1.0,0,North,EN,1,1,1,1,0,0,0,1,0,1200,12,1,0,0,113765,owner3765
3766,0,1,1,1.0,0,South,EN,0,1,0,1,0,0,0,1,0,1200,12,1,0,0,113766,owner3766
3767,0,1,1,1.0,1,Haifa,EN,0,1,1,0,0,0,0,1,0,1500,12,1,0,0,113767,owner3767
3768,0,1,3,1.0,0,Yehuda And Shomron,EN,1,1,1,1,0,0,0,1,1,3600,12,1,0,0,113768,owner3768
3769,0,1,1,1.0,0,South,FR,0,1,1,0,0,1,1,1,0,2000,12,1,0,0,113769,owner3769
3770,0,0,3,1.0,1,Beer Sheba,EN,0,1,1,1,0,1,1,1,0,4500,12,1,0,0,113770,owner3770
3771,0,1,3,1.0,0,South,EN,1,1,1,1,0,0,0,1,0,3600,12,1,0,0,113771,owner3771
3772,0,1,2,1.0,1,Beer Sheba,EN,1,1,1,1,0,1,1,1,0,3000,12,1,0,0,113772,owner3772
3773,0,1,1,1.0,1,Haifa,EN,1,1,1,1,0,0,0,1,0,1500,12,1,0,0,113773,owner3773
3774,1,1,1,1.0,1,Ariel,AR,0,1,1,0,0,1,1,1,0,2000,6,1,0,0,113774,owner3774
3775,1,1,1,1.0,1,Ariel,EN,1,1,1,1,0,1,1,1,0,2000,6,1,0,0,113775,owner3775
3776,0,1,1,1.0,0,North,EN,1,1,1,1,0,1,1,1,0,2000,6,1,0,0,113776,owner3776
3777,0,1,2,1.0,1,Ariel,EN,1,1,1,0,0,1,1,1,0,3000,6,1,0,0,113777,owner3777
3778,1,1,1,1.0,0,Yehuda And Shomron,EN,1,0,1,1,0,0,0,1,0,1200,6,1,0,0,113778,owner3778
3779,1,1,1,1.0,0,North,EN,0,1,1,1,0,1,1,1,0,2000,6,1,0,0,113779,owner3779
3780,0,1,1,1.0,1,Ariel,0,1,1,1,1,0,0,0,0,0,1500,6,1,0,0,113780,owner3780
3781,1,1,1,1.0,0,North,EN,1,1,1,0,0,1,1,1,0,2000,6,1,0,0,113781,owner3781
3782,0,1,1,1.0,1,Ariel,FR,1,1,1,0,0,0,1,0,0,1500,12,1,0,0,113782,owner3782
3783,1,1,2,1.0,1,Ariel,0,1,1,1,1,1,1,0,0,0,3000,12,1,0,0,113783,owner3783
3784,0,1,1,1.0,1,Ariel,FR,1,1,1,1,1,1,0,0,0,2000,12,1,0,0,113784,owner3784
3785,1,1,1,1.0,0,Otef Azza,AR,0,0,1,1,0,0,1,0,0,1200,12,0,0,0,113785,owner3785
3786,0,1,1,1.0,1,Ariel,AR,0,1,1,1,0,0,0,0,0,1500,12,1,0,0,113786,owner3786
3787,1,1,1,1.0,1,Jerusalem,FR,1,1,1,1,0,0,0,0,1,1500,12,1,0,0,113787,owner3787
3788,0,0,2,1.0,1,Ariel,AM,1,1,0,0,1,1,0,0,1,3000,12,1,0,0,113788,owner3788
3789,0,0,1,1.0,1,Merkaz,0,1,1,1,1,1,1,0,0,0,2000,12,1,0,0,113789,owner3789
3790,0,1,2,1.0,1,Ariel,AR,0,1,1,1,0,0,0,0,0,3000,12,1,0,0,113790,owner3790
3791,0,0,1,1.0,0,Yehuda And Shomron,FR,1,1,0,0,1,1,0,0,0,2000,12,1,0,0,113791,owner3791
3792,1,0,1,1.0,0,Yehuda And Shomron,AR,0,0,0,1,0,0,1,0,1,1200,12,1,0,0,113792,owner3792
3793,0,0,1,1.0,1,Ariel,0,1,1,1,1,1,1,0,0,0,2000,12,1,0,0,113793,owner3793
3794,0,0,1,1.0,1,Jerusalem,FR,0,1,1,1,0,0,0,0,0,1500,12,1,0,0,113794,owner3794
3795,0,0,1,1.0,0,South,FR,1,1,1,0,0,0,0,0,0,1200,12,1,0,0,113795,owner3795
3796,0,1,1,1.0,0,North,EN,1,1,1,1,0,1,1,1,0,2000,12,1,0,0,113796,owner3796
3797,0,0,1,1.0,1,Ariel,0,1,1,1,1,0,0,0,0,0,1500,12,1,0,0,113797,owner3797
3798,1,0,1,1.0,1,Ariel,FR,1,1,1,1,0,0,0,0,0,1500,12,1,0,0,113798,owner3798
3799,0,0,2,1.0,1,Ariel,EN,0,1,1,1,0,0,0,0,0,3000,12,1,0,0,113799,owner3799
3800,1,0,1,1.0,1,Merkaz,FR,1,0,1,0,0,0,0,0,0,1500,12,1,0,0,113800,owner3800
3801,1,1,1,1.0,0,Yehuda And Shomron,EN,1,1,1,1,0,1,1,1,0,2000,12,1,0,0,113801,owner3801
3802,1,0,1,1.0,1,Ariel,AM,1,1,0,1,1,1,0,0,0,2000,12,1,0,0,113802,owner3802
3803,0,0,1,1.0,1,Ariel,FR,1,1,1,1,1,1,0,0,0,2000,12,1,0,0,113803,owner3803
3804,1,0,1,1.0,0,Yehuda And Shomron,FR,1,1,0,1,1,1,0,0,0,2000,12,1,0,0,113804,owner3804
3805,1,0,1,1.0,1,Merkaz,AM,1,1,1,1,1,1,0,0,0,2000,12,1,0,0,113805,owner3805
3806,0,0,2,1.0,1,Ariel,0,1,1,1,1,1,1,0,0,0,3000,12,1,0,0,113806,owner3806
3807,0,0,1,1.0,1,Merkaz,FR,1,1,1,1,0,0,0,0,0,1500,12,1,0,0,113807,owner3807
3808,0,0,1,1.0,1,Haifa,0,1,1,1,0,0,0,0,0,0,1500,12,1,0,0,113808,owner3808
3809,1,1,2,1.0,0,Yehuda And Shomron,EN,1,1,1,1,0,1,1,1,0,3500,12,1,0,0,113809,owner3809
3810,0,0,1,1.0,1,Ariel,FR,1,1,1,0,0,0,1,0,0,1500,12,1,0,0,113810,owner3810
3811,1,0,1,1.0,1,Jerusalem,EN,0,1,1,0,0,0,0,0,0,1500,12,1,0,0,113811,owner3811
3812,1,1,2,1.0,0,Yehuda And Shomron,RU,1,1,1,1,0,1,1,1,0,3500,12,1,0,0,113812,owner3812
3813,1,0,1,1.0,0,Yehuda And Shomron,AR,0,1,1,0,0,0,1,0,0,1200,12,1,0,0,113813,owner3813
3814,0,0,2,1.0,0,South,FR,1,1,1,1,0,0,1,0,0,2400,12,1,0,0,113814,owner3814
3815,0,1,2,1.0,0,South,RU,0,1,0,1,0,1,0,1,1,4000,12,1,0,0,113815,owner3815
3816,0,0,2,1.0,1,Jerusalem,FR,1,0,1,0,0,0,0,0,0,3000,12,1,0,0,113816,owner3816
3817,0,0,1,1.0,1,Ariel,FR,1,0,1,1,1,1,1,0,0,2000,12,1,0,0,113817,owner3817
3818,0,0,1,1.0,1,Ariel,RU,0,1,0,1,0,0,0,0,0,1500,12,1,0,0,113818,owner3818
3819,0,0,1,1.0,1,Ariel,0,1,1,1,1,1,1,0,0,0,2000,12,1,0,0,113819,owner3819
3820,1,0,1,1.0,1,Ariel,0,1,1,1,1,1,1,1,0,0,2000,12,1,0,0,113820,owner3820
3821,0,1,1,1.0,0,North,EN,1,1,1,1,0,1,1,1,0,2000,12,1,0,0,113821,owner3821
3822,0,0,2,1.0,0,Yehuda And Shomron,0,1,1,1,1,1,1,0,0,0,3500,12,1,0,0,113822,owner3822
3823,0,0,1,1.0,1,Ariel,0,1,1,1,1,0,0,0,0,0,1500,12,1,0,0,113823,owner3823
3824,1,1,3,1.0,0,North,EN,1,1,1,0,0,1,1,1,0,4500,12,1,0,0,113824,owner3824
3825,0,0,1,1.0,1,Ariel,FR,1,1,1,0,0,0,0,0,0,1500,12,1,0,0,113825,owner3825
3826,0,0,1,1.0,1,Merkaz,FR,0,1,0,0,0,0,0,0,0,1500,12,1,0,0,113826,owner3826
3827,0,0,2,1.0,1,Merkaz,0,1,1,1,0,1,1,0,0,0,3500,12,1,0,0,113827,owner3827
3828,0,0,1,1.0,1,Ariel,0,1,1,1,1,1,1,0,0,0,2000,12,1,0,0,113828,owner3828
3829,1,0,1,1.0,1,Ariel,FR,1,1,1,1,1,1,0,0,0,2000,12,1,0,0,113829,owner3829
3830,1,0,1,1.0,1,Ariel,0,1,1,1,1,1,1,0,0,0,2000,12,1,0,0,113830,owner3830
3831,0,1,1,1.0,0,North,EN,1,1,1,0,0,0,0,1,0,1200,12,1,1,0,113831,owner3831
3832,0,0,1,1.0,0,Yehuda And Shomron,FR,1,1,1,0,1,1,0,0,0,2000,12,1,1,0,113832,owner3832
3833,0,0,1,1.0,1,Ariel,AR,0,1,1,1,0,0,0,0,0,1500,12,1,1,0,113833,owner3833
3834,0,0,1,1.0,1,Merkaz,RU,0,1,1,0,0,0,0,0,0,1500,12,1,1,0,113834,owner3834
3835,0,0,1,1.0,1,Haifa,0,1,1,1,1,1,1,0,0,0,2000,12,1,1,0,113835,owner3835
3836,0,0,2,1.0,1,Ariel,0,1,1,1,1,1,1,0,0,0,3000,12,1,1,0,113836,owner3836
3837,1,0,1,1.0,1,Jerusalem,AR,0,1,1,1,0,0,0,0,1,1500,12,1,1,0,113837,owner3837
3838,0,0,1,1.0,1,Ariel,0,1,1,1,0,1,1,1,0,0,2000,12,1,1,0,113838,owner3838
3839,0,1,1,1.0,0,North,EN,1,1,1,1,0,1,1,1,0,2000,12,1,1,0,113839,owner3839
3840,0,0,2,1.0,1,Ariel,AR,0,1,1,0,0,0,0,0,0,3000,12,1,1,0,113840,owner3840
3841,0,0,1,1.0,1,Ariel,0,1,1,1,0,0,0,1,0,0,1500,12,1,1,0,113841,owner3841
3842,1,0,2,1.0,0,South,0,1,1,1,1,0,0,0,0,0,2400,12,1,1,0,113842,owner3842
3843,0,0,3,1.0,1,Ariel,FR,1,1,1,0,1,1,0,0,0,4500,12,1,1,0,113843,owner3843
3844,0,0,1,1.0,0,Yehuda And Shomron,AM,1,1,1,0,1,1,0,0,0,2000,12,1,1,0,113844,owner3844
3845,0,0,1,1.0,1,Ariel,RU,0,1,1,1,0,0,0,0,0,1500,12,1,1,0,113845,owner3845
3846,0,1,1,1.0,0,Yehuda And Shomron,RU,0,1,1,0,0,0,0,1,0,1200,12,1,1,0,113846,owner3846
3847,0,0,2,1.0,1,Jerusalem,FR,1,1,1,1,1,1,0,0,0,4000,12,1,1,0,113847,owner3847
3848,1,1,2,1.0,0,North,EN,1,1,1,0,0,1,1,1,0,3000,12,1,1,0,113848,owner3848
3849,0,1,1,1.0,0,North,EN,1,1,1,0,0,1,1,1,0,2000,12,1,1,0,113849,owner3849
3850,0,0,1,1.0,1,Ariel,FR,1,1,1,1,0,0,1,0,0,1500,12,1,1,0,113850,owner3850
3851,0,0,2,1.0,0,Yehuda And Shomron,FR,1,1,1,0,1,1,0,0,0,3500,12,1,1,0,113851,owner3851
3852,0,0,1,1.0,1,Ariel,0,1,1,1,1,1,1,0,0,0,2000,12,1,1,0,113852,owner3852
